a2b.night_bonus;當你的部隊抵達時，對方將有晚間防守加成！其加成為 {{BONUS}}%。
questV2.tutorial_03_name;構建一個伐木場
questV2.tutorial_03_task_description;您將需要大量資源，以建立您的村莊，訓練軍隊和發展自己的帝國。首先，增加您的資源生產-構建一個伐木場！
questV2.tutorial_03_task_image;伐木場 0
questV2.tutorial_03_step_01_layoutdescription;開啟森林
questV2.tutorial_03_step_01_todolist;點擊一下，打開一個森林領域
questV2.tutorial_03_step_02_layoutdescription;伐木場 １
questV2.tutorial_03_step_02_todolist;責令建設一個1級的伐木場
questV2.tutorial_03_reward_description;這是一個良好的開端，更大的經濟力量的方式。剛剛完成的建設，使我們能夠繼續發展。
questV2.tutorial_03_reward;立即完成1級伐木場
questV2.tutorial_03_reward_image;伐木場等級1
questV2.tutorial_04_name;升級伐木場
questV2.tutorial_04_task_description;高級的建設每次升級需要更多的資源，但反過來，它也將產生更多的。請把伐木場夫從1級升級到2級！
questV2.tutorial_04_task_image;伐木場等級1
questV2.tutorial_04_step_01_layoutdescription;開啟建築
questV2.tutorial_04_step_01_todolist;開啟等級1的伐木場
questV2.tutorial_04_step_02_layoutdescription;伐木場 2
questV2.tutorial_04_step_02_todolist;責令建設一個2級的伐木場
questV2.tutorial_04_reward_description;在畫面上方將顯示您的資源存量。建築成本將自動扣除。我馬上為您完成建設。
questV2.tutorial_04_reward;立即完成2級伐木場
questV2.tutorial_04_reward_image;伐木場等級2
questV2.tutorial_05_name;構建農田
questV2.tutorial_05_task_image;農田等級0
questV2.tutorial_05_task_description;在您的資源中的右邊您可以看到未用的作物，這表明作物可用於新建築。建築物將消耗作物以維持有關的功能。請現在就建立一個農田。
questV2.tutorial_05_step_01_layoutdescription;打開田地
questV2.tutorial_05_step_01_todolist;點擊田地以打開
questV2.tutorial_05_step_02_layoutdescription;農場
questV2.tutorial_05_step_02_todolist;把農田升至等級1
questV2.tutorial_05_reward_description;您現在的村再次產生足夠的作物，以支持新的建築物。人民不再肚餓，駐軍也有足夠的戰鬥力。
questV2.tutorial_05_reward;瞬間完成1級農田建設和升級到2級
questV2.tutorial_05_reward_image;農田等級2
questV2.tutorial_06_name;英雄產量
questV2.tutorial_06_task_image;您的英雄
questV2.tutorial_06_task_description;如果您的英雄是生存的，他們可以為當前的村莊產生資源。我們的升級造成了缺乏磚塊。現在改變英雄的生產加成為磚塊。
questV2.tutorial_06_step_01_layoutdescription;英雄頭像
questV2.tutorial_06_step_01_todolist;點擊英雄頭像以打開簡介
questV2.tutorial_06_step_02_layoutdescription;英雄產量
questV2.tutorial_06_step_02_todolist;改變英雄的生產加成為磚塊
questV2.tutorial_06_reward_description;非常好。您的英雄可以幫助您在資源稀缺的時候增加產力。就算出征了,他原註地的加成都是有效的。我會使您的存量增加一點點。
questV2.tutorial_06_reward_image;磚塊
questV2.tutorial_07_name;進入村莊
questV2.tutorial_07_task_image;切換村莊視圖
questV2.tutorial_07_task_description;下一步，我們將增加您的資源的存儲容量。對於這一點，我們需要您的進入村莊內部。在頂部的菜單中切換視圖轉到您的村莊。
questV2.tutorial_07_step_01_layoutdescription;進入村莊
questV2.tutorial_07_step_01_todolist;立即進入村莊
questV2.tutorial_08_name;構建一個倉庫
questV2.tutorial_08_task_image;空置的建築工地
questV2.tutorial_08_task_description;沒有倉庫，只有少數幾個資源可以存儲在您的村莊。點擊您的村莊在任何空置的建築工地！搜索倉庫的並開工建設。
questV2.tutorial_08_step_01_layoutdescription;建築選單
questV2.tutorial_08_step_01_todolist;打開建築選單並選擇基礎設施
questV2.tutorial_08_step_02_layoutdescription;倉庫 1級
questV2.tutorial_08_step_02_todolist;責令建設的1級倉庫
questV2.tutorial_08_reward_description;建設工作已經開始，並很快您將有足夠的存儲空間，為您的生產和掠奪他好預備。我會給您提供一天的 Travian PLUS，它可以讓您在第一個興建項目未完結時排列第二個興建項目。
questV2.tutorial_08_reward;一天的 Travian Plus
questV2.tutorial_08_reward_image;Travian Plus
questV2.tutorial_09_name;集結點
questV2.tutorial_09_task_image;集結點的建築工地
questV2.tutorial_09_task_description;為了把您的英雄冒險，您需要一個集結點 - 您可以在村莊中心找到它！升為1級。
questV2.tutorial_09_step_01_layoutdescription;點擊建築工地
questV2.tutorial_09_step_01_todolist;點擊集結點的建築工地
questV2.tutorial_09_step_02_layoutdescription;集結點
questV2.tutorial_09_step_02_todolist;責令建設1級的集結點
questV2.tutorial_09_reward_description;太好了！1級的集結點已被責令建設上，您的英雄現在可以出動了。對於這個任務，我會給您一些金幣，它們會馬上派上用場的時候了。
questV2.tutorial_09_reward_image;金幣
questV2.tutorial_10_name;即時完成
questV2.tutorial_10_task_image;興建隊列
questV2.tutorial_10_task_description;村莊的下方，您可以找到一個清單，所有您當前的建築任務都會列出。這個時候，您就可以加快自己的建設。使用金幣的完成任務，點擊“立即完成建設”。
questV2.tutorial_10_step_01_layoutdescription;完成建設
questV2.tutorial_10_step_01_todolist;即時完成建設
questV2.tutorial_10_reward_description;現在，您可以把您的英雄送去冒險。首先，責令建設的一些更多的資源產地，使您的村莊不斷增長。收下這些金幣，請明智地使用它。
questV2.tutorial_10_reward_image;金幣
questV2.tutorial_11_name;開始冒險
questV2.tutorial_11_task_description;探索在您的周圍神秘的地方，收集經驗和寶貴的戰利品。打開冒險列表並發送您的英雄出發去他們的第一次冒險。
questV2.tutorial_11_task_image;可參加的冒險
questV2.tutorial_11_step_01_layoutdescription;英雄冒險
questV2.tutorial_11_step_01_todolist;發送您的英雄出發去他們的第一次冒險。
questV2.tutorial_11_reward_description;太好了，您的英雄的道路上 - 他們要尋找什麼？在英雄頭像下方，您可以看到正在進行的冒險。我必使他們立即到達，讓我們看看會發生什麼。
questV2.tutorial_11_reward;您的英雄立即到達冒險的地方
questV2.tutorial_11_reward_image;可參加的冒險
questV2.tutorial_12_name;報告
questV2.tutorial_12_task_description;您的英雄已完成第一個探險。您可以在頁頂的菜單收到探險報告。您可以在報告內看到探險資料。
questV2.tutorial_12_task_image;報告
questV2.tutorial_12_step_01_layoutdescription;報告列表
questV2.tutorial_12_step_01_todolist;打開報告列表
questV2.tutorial_12_step_02_layoutdescription;閱讀報告
questV2.tutorial_12_step_02_todolist;閱讀一個冒險報告
questV2.tutorial_12_reward_description;您已經可以看到您在冒險中得到了什麼樣的獎勵。它對您來說是什麼？另外，您的英雄得到了輕傷 - 解決這個問題，我現在給他們一些藥品。
questV2.tutorial_12_reward_image;藥品
questV2.tutorial_13_name;醫治英雄
questV2.tutorial_13_task_image;藥品
questV2.tutorial_13_task_description;您的英雄受了輕傷。打開英雄頭像。現在點擊庫存的藥品和使用它們。只有所需量將被使用。
questV2.tutorial_13_step_01_layoutdescription;裝備庫
questV2.tutorial_13_step_01_todolist;點擊英雄頭像以打開裝備庫
questV2.tutorial_13_step_02_layoutdescription;醫治英雄
questV2.tutorial_13_step_02_todolist;點擊藥品以使用
questV2.tutorial_13_reward_description;所有物品都可以這樣使用。取決於物品的不同性質，有的用來裝備，有的是給英雄消耗的。您可在各物品的描述中瞭解更多詳情。
questV2.tutorial_13_reward_image;經驗
questV2.tutorial_13_reward;另外，您的英雄可獲得 20 點經驗點數。
questV2.tutorial_14_name;介面協助
questV2.tutorial_14_task_image;介面協助
questV2.tutorial_14_task_description;在我的頭像附近，您可以找到關於遊戲的一些額外的幫助。在那裡，您可以找到用戶界面和其他功能的更多說明。試試吧！
questV2.tutorial_14_step_01_layoutdescription;用戶界面說明
questV2.tutorial_14_step_01_todolist;打開用戶界面說明看一下有什麼內容
questV2.tutorial_14_reward_description;如果您有什麼具體問題，您可以先查閱「答案」部分 — 您可以在那裏獲得幫助。如要查閱，只須點選本視窗標題中或者熒幕頂部邊角的「i」即可。
questV2.tutorial_14_reward_image;Travian 解答
questV2.tutorial_15_name;結束教學
questV2.tutorial_15_task_image;結束教學
questV2.tutorial_15_task_description;現在您知道玩遊戲的基本知識。重要信息，信息框的左側可找到重要的信息如一般的初學者的保護或特殊事件。希望您喜歡Travian！
questV2.tutorial_15_step_01_layoutdescription;結束教學
questV2.tutorial_15_step_01_todolist;結束教程
questV2.tutorial_15a_name;跳過教學
questV2.tutorial_15a_reward_image;結束教學
questV2.tutorial_15a_reward_description;為了幫助您更好發展，從本教程您可得到的建築物和優勢。進一步的任務和獎勵在等待著您!從現在開始，直到您發現您的第二個村前我都會為您服務。希望您喜歡Travian！
questV2.tutorial_15a_reward;集結點，泥坑，伐木場2，農田，10枚金幣，1天PLUS
questV2.battle_01_name;下一個冒險
questV2.battle_01_answer;305
questV2.battle_01_step_01_description;在本教程中，您已經收集了一些經驗。從一個冒險。只要您的英雄又回到了您的村莊就可以開始下一個冒險。戰利品和經驗將讓您更快速地增長。
questV2.battle_01_step_01_todolist;立即開始下一個冒險
questV2.battle_01_step_02_description;不錯，您的英雄已經在路上了。提示：您的英雄如果具有更大的戰鬥力，冒險時損傷就會小得多。
questV2.battle_01_step_02_rewardDescription;30英雄經驗
questV2.battle_02_name;構造山洞
questV2.battle_02_answer;306
questV2.battle_02_step_01_description;許多玩家喜歡從其他玩家搶奪的資源。在遊戲一開始，您有初學者的保護以保您安全。構建一個山洞，至少可以在您的資源被掠奪時保留的一部分，。
questV2.battle_02_step_01_todolist;在您的村內構造山洞
questV2.battle_02_step_02_description;太好了，現在強盜會發現偷您的東西不是容易了。檢查的信息框，留意您是不是已經離開了初學者的保護。
questV2.battle_03_name;建造兵營
questV2.battle_03_answer;307
questV2.battle_03_step_01_description;兵營是可以讓您訓練部隊的第一座建築。即使作為一個愛好和平的玩家，您仍然需要為了保護您自己和您的盟友，抵抗敵人的部隊。
questV2.battle_03_step_01_todolist;建設兵營
questV2.battle_03_step_02_description;您的兵營已建成！是走向世界的統治者重要的一步！
questV2.battle_04_name;英雄等級
questV2.battle_04_answer;308
questV2.battle_04_step_01_description;當您的英雄達到一個新的等級，他們會變得更強。打開英雄的屬性，您已經獲得可供分配的屬性點。
questV2.battle_04_step_01_todolist;升級後，分配英雄的屬性點。
questV2.battle_04_step_02_description;在任何時候，您都可以更改為每個屬性點分配。所需要的是一本智慧書，它可以在冒險中獲得。
questV2.battle_05_name;訓練部隊
questV2.battle_05_answer;309
questV2.battle_05_step_01_description;現在是時候訓練您的第一支隊伍。在兵營裡，您已經可以培養第一隊步兵單位。
questV2.battle_05_step_01_todo_list;在兵營培訓兩個部隊
questV2.battle_05_step_02_description;輝煌的軍隊已經奠定的基石！一定要記住，您仍然可以被攻時，即使您不在線。
questV2.battle_06_name_vid1;城牆
questV2.battle_06_name_vid2;土牆
questV2.battle_06_name_vid3;木牆
questV2.battle_06_answer;305
questV2.battle_06_step_01_description;現在，您也應該建立一些防禦。會增加您的基地防禦的防禦工事，也增加了守軍的戰鬥力。
